"ADM3_PCODE","N","S1","S2","S3"
"401502","720","257","3531","0"
"401503","39","30","0","0"
"401504","15","289","163","0"
"401505","639","146","835","0"
"401506","97","169","117","0"
"401507","1550","0","6824","0"
"401508","126","346","0","0"
"401509","35","110","0","0"
"401510","52","9","43","0"
"401511","885","274","4768","0"
"401512","264","9","1332","0"
"401601","25","0","26","55"
"401604","19","0","56","107"
"401605","64","142","0","285"
"401606","74","6","0","471"
"401607","39","0","0","214"
"401610","174","27","0","1090"
"401612","18","1","0","203"
"401613","37","0","0","381"
"401616","44","0","0","75"
"401701","338","1853","2022","320"
"401702","838","17","1894","0"
"401703","522","0","2414","0"
"401704","876","995","4679","0"
"401705","557","455","323","664"
"401706","1249","2784","817","1245"
"401707","1074","1750","1524","2517"
"401710","316","357","315","49"
"401801","60","308","0","0"
"401802","79","362","0","45"
"401803","100","357","0","655"
"401804","60","508","0","401"
"401805","138","76","493","203"
"401806","0","191","0","0"
"401807","347","444","271","356"
"401808","350","35","578","2206"
"401901","335","691","251","1535"
"401902","340","0","3666","1117"
"401903","180","31","493","64"
"401904","57","0","290","0"
"401905","580","1428","350","3027"
"402004","3","44","0","0"
"402005","7","0","0","225"
"402101","13","174","3335","94"
"402102","42","0","622","1"
"402103","4","0","1761","0"
"402104","15","0","188","0"
"402105","36","0","1017","8"
"402201","531","1510","591","208"
"402202","134","166","0","23"
"402203","278","531","954","279"
"402204","149","19","184","845"
"402302","30","0","0","26"
"402303","19","0","1","181"
"402401","934","1805","3058","497"
"402402","367","1868","0","0"
"402403","343","803","1295","7"
"402404","925","587","4317","4"
"402501","1420","0","3586","0"
"402502","847","308","470","0"
"402503","1921","646","7511","1859"
"402504","63","76","0","0"
"402505","156","161","356","0"
"402901","230","5","1509","171"
"402902","56","154","127","252"
"402903","66","258","0","187"
"410102","129","0","1746","96"
"410103","13","10","95","133"
"410105","147","0","2917","0"
"410106","50","0","96","0"
"410108","138","12","1148","233"
"410109","186","0","182","221"
"410110","36","0","6","80"
"410111","0","0","112","0"
"410113","0","0","757","510"
"410114","68","0","37","171"
"410115","444","0","1444","0"
"410116","2","0","0","280"
"410117","70","0","389","0"
"410119","222","0","3176","67"
"410120","5","83","0","78"
"410121","10","0","0","116"
"410201","496","406","5800","64"
"410202","307","627","258","4254"
"410203","465","688","2708","1030"
"410204","153","489","112","830"
"410205","196","67","5282","709"
"410206","105","0","2111","356"
"410207","1261","519","2578","719"
"410301","717","0","3822","0"
"410302","1469","0","7183","0"
"410303","312","684","2064","0"
"410304","826","258","1624","106"
"410305","2803","0","5838","89"
"410306","1780","0","2737","0"
"410307","761","132","2345","0"
"410308","155","0","2920","209"
"410401","1102","0","1828","0"
"410402","269","0","1899","0"
"410403","1426","9672","6834","6241"
"410404","1768","0","4527","4526"
"410406","55","0","0","42"
"410407","280","0","1206","55"
"410409","413","0","4417","139"
"410410","558","0","608","1458"
"410411","3632","0","10472","340"
"410413","78","0","83","0"
"410414","1127","0","3948","1421"
"410415","524","0","1277","55"
"410416","2998","0","7585","1440"
"410501","305","0","1166","23"
"410502","1795","0","4974","1426"
"410503","1283","129","3376","56"
"410504","1072","316","8042","1984"
"410505","2101","2377","3502","0"
"410506","943","0","9402","0"
"410601","68","0","552","257"
"410602","225","56","843","585"
"410605","138","170","195","862"
"410606","17","0","172","204"
"410607","23","0","166","249"
"410609","137","0","118","222"
"410610","47","0","3","36"
"410611","64","0","47","251"
"410612","135","24","217","490"
"410614","276","55","702","427"
"410617","27","0","188","346"
"410618","27","0","53","0"
"410701","0","0","19","0"
"410702","56","0","353","390"
"410703","0","0","65","57"
"410704","1","0","12","64"
"410801","400","0","1618","403"
"410802","431","0","737","447"
"410803","1341","0","6298","3321"
"410804","1487","0","5188","614"
"410901","171","0","4413","175"
"410902","856","798","7544","1920"
"410903","243","0","1360","25"
"410904","4735","1955","11618","3514"
"410905","578","0","1596","0"
"410906","145","0","3343","49"
"410907","1128","8070","2098","399"
"411001","424","0","2364","169"
"411002","228","0","1866","36"
"411003","2965","775","6571","769"
"411004","878","282","2185","498"
"411005","53","317","1825","9"
"411006","141","0","2062","79"
"411101","9","0","109","7"
"411102","0","0","248","51"
"411103","0","0","320","62"
"411104","0","0","590","102"
"411105","0","0","663","295"
"411106","60","0","624","175"
"411107","0","0","49","46"
"411108","8","0","238","67"
"411109","24","0","0","90"
"411110","0","0","143","114"
"411111","17","0","1094","69"
"411112","27","0","203","97"
"411113","0","0","161","19"
"411701","497","59","0","813"
"411702","1088","849","1014","4157"
"411703","298","1395","1105","2305"
"411704","988","672","7775","5302"
"411705","1325","2443","4343","5110"
"411706","180","749","0","1531"
"411707","88","237","28","164"
"411708","1105","43","3627","478"
"411709","739","181","1010","165"
"411710","5422","262","2184","1301"
"411711","632","1164","1951","1434"
"411712","252","10","0","376"
"411713","884","25","2203","1631"
"411801","83","120","0","8850"
"411802","1183","181","0","5177"
"411805","658","973","1049","2287"
"411806","756","323","59","19201"
"411807","379","2307","0","5846"
"411810","600","0","0","4597"
"411812","706","1290","168","3336"
"411901","166","0","589","1012"
"411902","163","0","64","1351"
"411903","16","0","0","45"
"411904","135","0","157","1572"
"411905","194","0","318","1546"
"411906","212","0","234","241"
"411907","32","0","1409","806"
"411908","313","0","262","1963"
"411909","258","0","256","641"
"411910","111","0","730","880"
"411911","129","0","141","1071"
"412001","144","0","22","111"
"412002","7","0","0","83"
"412003","3","0","9","250"
"412004","35","0","81","235"
"412005","1","0","0","16"
"412006","1","0","39","261"
"412101","89","0","1717","142"
"412102","470","1227","854","144"
"412103","552","2603","2383","562"
"412104","145","0","782","3"
"412201","413","393","1164","2144"
"412202","792","82","52","7050"
"412203","657","5","29","1564"
"412204","1387","0","573","4493"
"412301","0","0","203","68"
"412302","0","0","26","42"
"412303","30","0","145","161"
"412401","382","208","790","2326"
"412402","7","0","1002","854"
"412403","69","0","100","0"
"412404","398","283","1857","1655"
"412501","87","0","119","286"
"412502","63","0","0","73"
"412503","68","0","160","500"
"420101","0","38","0","8"
"420102","452","232","434","1482"
"420103","348","17","2","544"
"420104","5788","5019","14588","2942"
"420105","1734","130","286","3125"
"420107","74","62","0","122"
"420108","112","0","0","90"
"420109","482","11109","6487","1049"
"420110","0","0","9","49"
"420111","9","0","0","17"
"420112","1224","2653","20781","488"
"420113","609","2832","17000","33"
"420114","682","0","0","912"
"420201","12","0","142","43"
"420202","0","0","141","174"
"420203","101","116","2097","222"
"420204","307","455","16386","92"
"420301","77","26","0","35"
"420302","290","1973","733","971"
"420303","1540","11137","4697","1998"
"420304","130","382","2195","0"
"420305","176","0","1977","150"
"420307","133","2653","2166","0"
"420308","644","1134","3865","1044"
"420401","189","0","0","3063"
"420402","0","0","0","46"
"420403","14","0","0","0"
"420404","0","0","0","0"
"420405","0","0","0","13"
"420406","0","0","0","430"
"420504","2","0","97","0"
"420505","0","24","206","18"
"420507","58","0","154","62"
"420509","0","0","0","0"
"420702","37","0","18","0"
"420704","0","0","75","13"
"420705","92","0","0","0"
"420706","59","0","0","0"
"420801","927","162","78","12014"
"420802","817","506","1199","4517"
"420803","361","0","132","1882"
"420804","2121","0","4759","4345"
"420805","588","0","0","3032"
"420806","23","0","0","326"
"420901","69","21","0","0"
"420902","535","68","7244","6393"
"420903","24","99","387","168"
"420904","3288","0","3832","582"
"420905","69","7","0","0"
"420906","37","937","697","358"
"420910","0","44","2","25"
"420911","807","89","6422","2715"
"420912","0","0","0","20"
"420913","0","0","0","12"
"421001","0","0","30","0"
"421005","369","341","142","7637"
"421007","5","102","15","2"
"421010","26","33","46","1180"
"421101","161","0","6307","0"
"421102","0","17","13","0"
"421104","0","10","0","0"
"421106","0","0","17","0"
"421201","11","0","294","154"
"421202","57","58","22","4019"
"421203","451","420","26","993"
"421204","346","25","1558","4108"
"421205","0","169","13","0"
"421301","588","10076","11160","3628"
"421302","188","2993","5335","728"
"421303","114","0","0","919"
"421304","54","105","378","206"
"421401","0","18","0","98"
"421402","24","0","388","468"
"421403","25","68","5","29"
"430204","13","0","0","32"
"430208","17","0","50","0"
"430210","2","89","0","10"
"430501","18","0","160","2252"
"430503","3","0","23","345"
"430504","0","0","24","0"
"430506","0","0","0","14"
"430508","29","0","0","153"
"430509","0","0","903","171"
"430513","7","0","2709","543"
"430521","232","0","221","765"
"430703","0","0","54","73"
"430704","0","0","776","0"
"430705","199","0","552","1"
"430801","1031","0","1635","1208"
"430802","845","0","2667","2461"
"430803","724","0","127","0"
"430804","2550","0","1721","1219"
"430805","1802","0","1296","418"
"431402","7","0","0","46"
"431403","2","0","30","58"
"431501","96","0","124","58"
"431503","195","0","114","244"
"431504","107","0","54","1858"
"431505","50","0","281","731"
"431601","0","0","0","87"
"431602","383","0","0","2642"
"431604","361","0","47","422"
"431605","457","0","0","845"
"431701","57","0","51","781"
"431702","103","0","1157","1091"
"431703","0","0","2636","193"
"440101","7","3","0","0"
"440102","38","0","41","0"
"440104","14","0","461","0"
"440105","468","163","3173","0"
"440106","55","0","387","0"
"440107","7","3","0","0"
"440108","43","0","590","0"
"440109","519","267","4430","3"
"440111","50","29","797","0"
"440112","37","0","487","0"
"440113","314","816","2062","40"
"440114","77","0","1313","0"
"440201","40","7","234","0"
"440202","139","0","126","0"
"440203","243","11","608","0"
"440204","396","334","360","0"
"440205","216","7","211","0"
"440301","50","29","35","0"
"440303","23","21","321","0"
"440304","186","97","2522","0"
"440305","27","301","141","0"
"440306","56","108","309","0"
"440307","730","783","4336","0"
"440308","0","14","0","0"
"440309","151","22","1318","0"
"440311","12","79","0","0"
"440312","18","466","0","0"
"440315","39","43","979","0"
"440317","504","44","3134","0"
"440403","45","0","418","0"
"440405","6","0","168","0"
"440406","7","27","0","0"
"440409","0","0","397","0"
"440501","94","855","378","0"
"440503","2","55","90","0"
"440505","4","430","0","0"
"440506","58","495","0","0"
"440507","10","92","0","0"
"440508","111","1260","0","0"
"440511","3","8","0","0"
"440512","6","241","0","0"
"440601","1343","5120","4430","0"
"440602","838","790","3350","0"
"440604","1956","1828","2059","934"
"440605","409","284","1929","21"
"440606","251","1808","575","28"
"440607","545","1976","3567","436"
"440608","581","176","9494","716"
"440610","582","2351","372","0"
"440613","594","321","4803","0"
"440615","1117","858","2933","0"
"440616","57","0","299","0"
"440618","526","1674","3165","0"
"440619","369","3171","823","0"
"440620","90","320","266","0"
"440701","47","178","1992","0"
"440702","760","1187","3678","0"
"440703","150","0","2695","0"
"440704","510","0","3063","0"
"440705","243","16","1776","0"
"440706","627","1670","3055","0"
"440707","251","1001","1267","0"
"440708","212","10","3476","0"
"440709","73","0","898","0"
"440710","0","0","126","0"
"440801","32","0","25","0"
"440803","22","0","0","0"
"440804","10","0","105","0"
"440805","18","0","0","0"
"440809","184","0","0","0"
"440812","5","0","0","0"
"440815","31","0","76","0"
"440816","7","0","0","0"
"440817","1","48","6","0"
"440818","9","0","0","0"
"440901","2","48","0","0"
"440902","0","12","0","0"
"440903","27","0","0","0"
"440904","92","34","162","0"
"440905","12","60","0","0"
"440906","137","116","0","0"
"440907","470","225","1071","0"
"440908","165","29","467","0"
"440909","58","0","469","0"
"440910","274","44","977","0"
"440912","18","247","0","0"
"440914","28","22","2","0"
"441001","188","0","784","0"
"441003","276","11","1059","0"
"441005","113","0","709","0"
"441007","14","16","8","0"
"441009","0","0","94","0"
"441101","179","154","300","0"
"441102","238","9","383","0"
"441103","57","124","144","0"
"441105","5","0","0","0"
"441106","1","26","0","0"
"441107","0","26","0","0"
"441201","1204","2388","2865","0"
"441202","2682","2039","11028","0"
"441203","806","1884","4753","0"
"441204","895","1000","8313","0"
"441205","613","1125","2143","0"
"441301","104","535","182","85"
"441302","55","436","0","0"
"441303","26","667","42","0"
"441304","78","1268","208","0"
"450103","19","0","0","0"
"450201","0","0","69","0"
"450203","0","0","61","0"
"450206","89","0","97","0"
"450208","18","0","67","0"
"450209","0","15","0","0"
"450212","7","0","0","0"
"450213","43","0","0","0"
"450305","0","0","116","0"
"450402","4","0","78","0"
"450403","26","0","27","0"
"450406","0","0","190","0"
"450407","0","0","18","0"
"450408","5","0","138","0"
"450409","7","0","26","0"
"450411","35","0","99","0"
"450602","52","0","42","0"
"450603","13","0","0","0"
"450604","87","0","254","0"
"450605","0","0","33","0"
"450607","0","0","7","0"
"450611","0","0","67","0"
"450614","12","0","0","0"
"450617","0","0","6","0"
"450701","512","1853","336","0"
"450702","331","0","293","0"
"450703","52","186","68","0"
"450704","11","0","87","0"
"450705","903","1452","2714","0"
"450706","427","1727","210","0"
"450707","237","0","204","65"
"450708","153","0","1462","0"
"450709","14","0","602","0"
"450710","460","4324","3106","0"
"450711","518","0","17","0"
"450712","267","0","198","0"
"450713","106","0","436","0"
"450714","42","0","1692","6"
"450801","140","0","500","10"
"450802","53","0","4372","0"
"450803","290","0","5766","0"
"450804","289","418","400","86"
"450805","1","44","636","0"
"450806","184","1426","2170","0"
"450807","22","0","323","0"
"450808","16","0","699","0"
"450809","282","2081","335","0"
"450901","1110","0","2847","0"
"450902","1223","0","1220","44"
"450903","853","0","4259","0"
"450904","885","2","1435","0"
"450905","737","791","946","88"
"450906","42","0","486","0"
"450907","609","237","2197","680"
"450908","1242","389","571","0"
"450909","3","25","165","0"
"451005","10","0","490","0"
"451007","0","0","10","0"
"451009","57","29","1","0"
"451010","111","0","1923","57"
"451011","82","2","383","0"
"451013","89","0","731","0"
"451014","34","0","0","0"
"451015","15","0","0","0"
"451016","85","0","167","0"
"451017","42","0","243","0"
"451101","319","167","30","0"
"451102","9","0","360","0"
"451103","92","0","236","417"
"451104","155","0","5","0"
"451105","182","0","0","0"
"451106","101","7","1175","0"
"451107","6","0","0","0"
"451108","0","0","9","0"
"451109","486","0","618","0"
"451110","152","44","635","0"
"451111","225","7","1766","0"
"451112","404","0","1661","0"
"451202","11","0","0","0"
"451204","0","0","20","0"
"451401","0","0","13","0"
"451402","0","6","9","0"
"451403","0","0","30","0"
"451405","0","0","232","0"
"451406","9","0","0","0"
"451501","207","0","93","0"
"451502","1515","669","4126","0"
"451503","124","0","895","0"
"451504","240","468","498","0"
"452003","4","0","89","0"
"452005","0","0","47","0"
"460102","472","0","6510","0"
"460103","8","0","276","0"
"460104","1300","132","4962","0"
"460105","619","0","6133","0"
"460106","44","0","0","0"
"460107","792","0","7023","0"
"460108","285","0","4112","38"
"460109","187","0","2484","0"
"460111","1339","73","8983","0"
"460113","599","0","5357","54"
"460115","438","15","4932","0"
"460116","740","0","5399","0"
"460117","1060","0","10875","0"
"460119","393","0","4077","0"
"460120","964","0","11085","0"
"460121","52","0","471","294"
"460201","1261","0","6110","19"
"460202","1386","195","2882","0"
"460203","1341","0","838","0"
"460204","334","0","1049","238"
"460205","821","0","3815","108"
"460302","62","0","394","0"
"460303","287","0","0","0"
"460311","269","0","606","0"
"460401","77","0","0","0"
"460402","173","0","837","0"
"460403","301","0","463","0"
"460501","1385","0","4709","0"
"460502","1224","0","2477","0"
"460503","968","12","5073","0"
"460504","641","0","2761","0"
"460505","838","62","2516","1142"
"460506","1516","564","1576","269"
"460507","426","0","2877","0"
"460508","1301","0","11292","0"
"460509","821","0","1409","49"
"460510","803","0","2530","70"
"460511","462","0","3875","0"
"460512","505","0","2050","0"
"460601","22","0","47","0"
"460602","71","0","34","0"
"460606","155","0","239","0"
"460608","7","0","7","0"
"460701","113","0","12","0"
"460702","251","0","682","0"
"460703","237","0","1094","0"
"460704","112","0","2425","0"
"460705","148","0","721","0"
"460706","60","0","866","0"
"460707","156","0","0","0"
"460708","0","0","66","0"
"460709","422","0","2326","0"
"460710","481","0","2671","10"
"460711","897","0","3833","0"
"460712","89","0","2224","0"
"460713","6","0","552","0"
"460714","94","0","2497","0"
"460715","77","0","50","0"
"460801","1507","98","747","0"
"460802","880","467","1579","0"
"460803","1673","0","2980","0"
"460804","652","0","235","0"
"460805","176","0","403","0"
"460806","267","0","3191","0"
"460807","609","503","2093","0"
"460808","338","0","1436","0"
"460809","378","0","3981","0"
"460901","312","20","1356","0"
"460902","686","0","3693","0"
"460903","1124","574","12287","0"
"460904","92","0","893","0"
"460905","310","0","2200","0"
"460906","195","0","2361","0"
"460907","188","0","1013","0"
"460908","1031","0","4732","0"
"461001","2448","0","442","0"
"461002","151","0","1186","0"
"461005","2952","0","13","0"
"461006","3086","0","2271","251"
"461007","17","0","127","0"
"461009","83","0","534","0"
"461101","270","0","1000","0"
"461102","619","0","2857","15"
"461103","613","0","7037","423"
"461104","381","0","2975","0"
"461105","524","0","3936","75"
"461106","516","0","5944","301"
"461201","1271","0","2121","0"
"461202","1019","0","7485","0"
"461203","834","0","5399","0"
"461204","484","0","5036","0"
"461205","1044","0","4360","0"
"461206","714","0","3967","0"
"461207","468","0","3788","0"
"461208","303","0","588","0"
"461209","418","0","4777","0"
"461301","792","0","345","0"
"461302","1085","57","8946","0"
"461303","306","32","2452","0"
"461304","430","10","3268","0"
"461305","422","0","2083","0"
"461306","792","0","3425","0"
"461307","283","0","308","0"
"461308","611","0","1773","0"
"461401","6055","0","4574","88"
"461402","903","0","1930","0"
"461403","990","477","2249","0"
"461404","1514","0","1723","0"
"461501","265","14","1479","2"
"461502","664","2","2830","0"
"461503","213","0","1459","0"
"461504","43","0","466","0"
"461601","0","0","268","0"
"461602","28","0","103","0"
"461603","60","0","13","0"
"461604","282","24","19","0"
"461605","687","7","1043","0"
"461701","1022","0","4020","910"
"461702","341","1","4089","475"
"461703","343","0","7155","0"
"461704","316","0","2063","44"
"461705","373","0","3955","1552"
"461801","1293","0","292","0"
"461803","860","0","1467","0"
"470101","0","0","16","0"
"470102","38","0","338","0"
"470104","45","0","258","0"
"470106","0","0","0","116"
"470109","0","0","7","0"
"470111","15","0","0","0"
"470112","91","0","503","65"
"470113","184","0","36","0"
"470115","276","0","633","0"
"470117","26","0","0","0"
"470121","0","0","24","0"
"470201","116","0","0","173"
"470202","4","0","0","43"
"470203","0","0","0","23"
"470204","8","0","0","8"
"470205","0","0","0","161"
"470301","831","4729","3289","78"
"470303","2106","864","2319","0"
"470305","973","5207","628","200"
"470404","261","0","705","34"
"470405","966","0","2674","221"
"470406","3","0","265","0"
"470407","776","0","5026","155"
"470408","2","0","0","35"
"470409","3","0","0","122"
"470410","0","0","0","66"
"470501","0","0","334","16"
"470503","175","0","636","0"
"470505","1","0","0","82"
"470601","241","127","394","40"
"470602","357","0","1654","280"
"470603","0","0","102","0"
"470604","17","0","159","18"
"470605","17","78","36","0"
"470701","153","445","112","39"
"470702","160","253","433","0"
"470703","151","441","230","0"
"470704","185","182","268","0"
"470801","29","0","11","146"
"470802","80","0","89","181"
"470803","0","0","0","17"
"470804","18","0","0","73"
"470805","7","0","0","350"
"470806","8","0","0","495"
"470807","0","0","0","20"
"470808","87","0","0","776"
"470809","0","0","26","31"
"470810","13","0","20","330"
"470811","0","0","0","93"
"470812","1","0","0","116"
"470813","0","0","0","365"
"470814","37","0","10","289"
"470901","38","0","471","202"
"470902","80","0","279","124"
"470903","64","0","376","218"
"470904","50","0","447","196"
"471001","9","0","0","277"
"471002","2","0","577","411"
"471003","385","0","526","420"
"471004","78","0","209","303"
"471005","314","0","3052","161"
"471006","10","0","1209","111"
"471007","85","0","1218","192"
"471008","1","0","228","884"
"471009","0","0","282","182"
"471104","29","0","311","0"
"471105","15","0","337","99"
"471106","0","0","23","0"
"471201","98","0","529","31"
"471203","0","0","75","34"
"471204","23","0","102","1"
"471206","220","576","230","20"
"471207","0","0","23","14"
"471208","0","0","21","0"
"471210","47","223","0","0"
"471211","7","0","167","0"
"471212","49","162","24","5"
"471213","0","0","6","0"
"471214","15","0","0","207"
"471215","51","0","11","0"
"471216","9","0","0","0"
"471220","164","0","0","406"
"471221","15","0","36","29"
"471301","22","171","453","0"
"471302","439","1110","895","200"
"471303","0","0","494","0"
"471304","33","349","62","0"
"471401","36","0","205","0"
"471402","179","0","667","0"
"471403","537","326","874","37"
"471404","196","4798","2511","342"
"471501","232","0","739","52"
"471502","67","0","166","0"
"471503","29","0","34","0"
"471601","74","0","90","377"
"471602","0","0","0","307"
"471603","6","0","7","153"
"471604","40","0","0","421"
"471605","17","0","263","11"
"471701","81","0","0","306"
"471703","0","0","0","124"
"471704","19","0","0","21"
"471801","1138","2407","9237","1330"
"471802","939","8301","10869","1021"
"471803","2450","1863","3275","264"
"471804","116","120","0","55"
"480104","4","0","2","12"
"480105","6","0","5","637"
"480106","7","0","0","1077"
"480107","130","0","27","0"
"480108","0","0","5","0"
"480109","0","0","14","0"
"480110","22","0","0","0"
"480111","115","0","9","0"
"480112","14","0","0","0"
"480114","35","0","10","530"
"480115","0","0","29","10"
"480201","79","0","0","1319"
"480202","10","0","0","269"
"480203","46","0","0","783"
"480204","40","0","0","611"
"480205","64","0","0","423"
"480206","11","0","0","691"
"480207","0","0","35","276"
"480208","14","0","0","193"
"480302","0","0","16","0"
"480303","2","0","17","21"
"480304","46","0","135","0"
"480305","0","0","12","217"
"480306","14","0","0","357"
"480311","0","0","0","13"
"480312","0","0","56","398"
"480314","1","0","0","95"
"480402","2","0","134","24"
"480403","59","0","12","237"
"480404","57","0","9","917"
"480408","78","0","150","0"
"480501","20","0","0","0"
"480502","38","0","0","2"
"480503","15","0","23","0"
"480505","22","0","37","0"
"480508","48","0","473","157"
"480509","107","0","1075","5"
"480510","17","0","25","0"
"480601","30","0","0","0"
"480605","174","0","0","0"
"480701","14","0","31","9"
"480702","4","0","0","5"
"480705","0","0","8","0"
"480706","3","0","263","0"
"480708","0","0","222","0"
"480709","7","0","0","91"
"480712","0","0","27","0"
"480713","0","0","14","0"
"480801","0","0","67","0"
"480802","1","0","66","53"
"480803","10","0","15","0"
"480804","8","0","80","27"
"480807","0","0","170","82"
"480809","0","0","0","26"
"480901","0","0","0","8"
"481001","16","0","0","477"
"481002","22","0","0","350"
"481003","18","0","0","108"
"481004","19","0","0","268"
"481005","15","0","0","187"
"481006","0","0","0","80"
"481007","20","0","0","1165"
"481101","7","0","0","1432"
"481102","169","0","0","849"
"481103","30","0","0","201"
"481201","47","0","0","337"
"481202","0","0","0","104"
"481203","0","0","0","75"
"481204","0","0","0","94"
"490101","239","74","783","0"
"490102","5","0","83","0"
"490103","438","2046","115","67"
"490104","169","0","1182","2"
"490105","157","0","2692","82"
"490106","0","1425","0","0"
"490107","1738","3455","1619","0"
"490108","180","0","52","0"
"490109","674","0","12734","0"
"490110","1173","1726","1427","0"
"490111","218","2464","168","0"
"490112","226","4182","1653","0"
"490113","120","578","589","0"
"490201","536","440","1546","0"
"490202","105","1001","552","0"
"490203","468","1997","968","0"
"490204","545","1980","1207","0"
"490205","295","3184","1663","0"
"490206","284","558","1301","0"
"490207","67","1958","328","0"
"490301","17","0","219","22"
"490302","0","0","26","0"
"490303","261","4923","1033","13"
"490304","17","221","306","16"
"490305","106","0","619","0"
"490306","45","0","462","0"
"490307","0","0","48","0"
"490401","1165","0","10801","5"
"490402","1286","0","15496","0"
"490403","2023","12990","16806","1545"
"490404","907","0","14465","14"
"490405","1229","0","15729","423"
"490406","96","618","5567","238"
"490503","100","819","0","0"
"490504","169","494","2936","1"
"490505","4","0","0","0"
"490506","0","0","0","0"
"490507","0","226","45","0"
"490508","10","373","25","0"
"490511","272","2703","0","0"
"490512","120","105","0","0"
"490514","111","1445","0","0"
"490601","0","0","293","0"
"490602","0","0","45","0"
"490603","0","0","27","0"
"490604","0","0","62","0"
"490605","0","0","214","0"
"490701","39","2","0","0"
"490702","349","2495","2869","187"
"490703","64","130","9","0"
"490704","30","32","0","0"
"490705","316","1052","695","53"
"490706","79","330","216","0"
"500512","0","0","0","0"
"500513","0","0","0","0"
"500901","0","0","38","0"
"500905","6","11","0","0"
"500910","0","0","719","0"
"500911","0","0","0","0"
"500912","0","0","19","0"
"501003","34","0","3043","0"
"501004","0","0","2264","0"
"501005","8","0","0","106"
"501006","0","0","3025","0"
"501007","0","0","0","106"
"501406","0","0","16","19"
"501411","113","0","0","0"
"501412","103","0","23","0"
"510202","28","0","332","0"
"510301","22","15","0","118"
"510401","7","47","299","43"
"510403","18","72","10","85"
"510406","0","0","33","24"
"510409","0","0","0","26"
"520105","33","0","0","0"
"520107","0","0","0","687"
"520109","6","0","0","17"
"520110","0","163","0","0"
"520117","0","86","0","335"
"520119","0","0","0","118"
"520204","0","7","0","0"
"520205","0","0","0","39"
"520301","24","0","0","9"
"520309","0","14","0","74"
"520604","0","0","0","18"
"520703","0","0","0","48"
"520706","0","0","0","0"
"520804","61","566","0","24"
"520805","0","0","0","42"
"520806","0","0","102","21"
"520807","0","0","0","51"
"520902","0","0","0","0"
"520903","0","0","33","20"
"520904","396","0","0","8"
"521002","22","0","0","54"
"521004","0","0","0","9"
"521005","0","0","0","43"
"521006","8","0","278","316"
"521008","0","0","0","0"
"521202","0","21","0","0"
"521203","0","0","0","0"
"521204","0","0","0","9"
"521205","0","31","0","0"
"530102","21","0","0","89"
"530104","5","334","0","694"
"530105","266","170","0","1203"
"530106","0","0","0","9"
"530107","265","241","35","3240"
"530108","0","0","0","67"
"530112","6","0","0","1024"
"530113","39","0","0","57"
"530114","13","0","0","57"
"530116","0","0","0","14"
"530117","0","0","0","188"
"530201","1319","5821","2128","7109"
"530202","88","620","0","0"
"530203","0","1674","0","0"
"530204","1279","5836","1661","2164"
"530205","11","11","0","0"
"530301","0","0","0","16"
"530303","0","0","0","31"
"530305","0","0","0","9"
"530306","0","0","0","0"
"530308","0","0","0","42"
"530401","0","175","139","53"
"530402","53","170","0","241"
"530403","196","58","30","136"
"530404","485","698","1232","2891"
"530405","0","0","0","35"
"530406","0","0","0","11"
"530501","0","33","0","0"
"530502","29","75","12","18"
"530504","93","11","129","65"
"530601","29","47","0","126"
"530602","17","20","36","19"
"530603","0","0","0","116"
"530604","18","0","0","0"
"530701","8","188","0","0"
"530702","95","2212","0","0"
"530703","63","1279","0","0"
"530704","726","1828","0","1784"
"530705","7","346","0","0"
"530708","117","55","0","145"
"530709","0","211","0","0"
"530710","1221","589","748","3454"
"530711","2100","1281","1888","4668"
"530805","15","0","0","214"
"530807","7","0","0","72"
"530808","15","0","0","28"
"530901","913","5630","58","4203"
"530902","783","2587","1030","1789"
"530903","1192","2486","855","7614"
"530904","322","684","823","4794"
"540106","42","0","0","0"
"540109","0","0","11","0"
"540110","5","0","0","0"
"540201","29","0","27","95"
"540204","0","0","6","0"
"540206","6","0","0","7"
"540208","0","0","0","68"
"540209","0","0","73","21"
"540210","0","0","0","0"
"540213","0","0","0","43"
"540214","15","0","19","147"
"540215","0","0","190","0"
"540301","156","183","0","7"
"540302","177","0","0","1162"
"540303","51","0","0","716"
"540304","172","0","0","2082"
"540305","13","554","0","63"
"540306","55","0","0","42"
"540307","185","441","0","696"
"540308","265","92","0","926"
"540309","73","66","0","756"
"540502","0","0","0","23"
"540503","13","259","105","793"
"540601","7","0","47","17"
"540603","0","0","21","219"
"540604","0","0","18","0"
"540608","0","0","9","0"
"540701","13","30","11","211"
"540702","0","0","0","0"
"540703","34","0","0","338"
"540704","0","0","9","296"
"540705","89","0","0","258"
"540707","105","32","56","27"
"540806","9","0","0","25"
"550104","0","17","0","0"
"550107","0","0","12","0"
"550116","8","0","0","14"
"550117","0","0","0","28"
"550703","0","0","0","11"
"550715","0","0","0","12"
"550716","0","0","0","9"
"550908","0","0","0","10"
"551004","0","0","0","0"
"551303","0","0","0","0"
"551401","0","6","0","0"
"560104","0","24","0","6"
"560106","18","163","27","16"
"560107","0","52","28","30"
"560108","0","34","0","0"
"560110","0","53","0","12"
"560112","0","38","0","39"
"560113","0","59","0","30"
"560201","0","0","0","40"
"560202","0","0","0","11"
"560203","12","0","0","0"
"560205","0","0","0","39"
"560206","0","8","0","0"
"560306","60","8","110","37"
"560308","0","38","37","45"
